"V1","ParticipantID","swb_1","swb_2","swb_3","swb_4","swb_5","LOT_1","LOT_2","LOT_3","LOT_4","LOT_5","LOT_6","IPC_1","IPC_2","IPC_3","IPC_4","IPC_5","IPC_6","IPC_7","IPC_8","MorIden_1","MorIden_2","MorIden_3","MorIden_4","MorIden_5","MorIden_6","MorIden_7","MorIden_8","MorIden_9","MorIden_10","moralSeImag_1","moralSeImag_2","moralSeImag_3","moralSeImag_4","moralSeImag_5","moralSeImag_6","moralSeImag_7","moralSeImag_8","moralSeImag_9","sde_1","sde_2","sde_3","sde_4","sde_5","sde_6","sde_7","sde_8","sde_9","sde_10","sde_11","sde_12","sde_13","sde_14","sde_15","sde_16","sde_17","sde_18","sde_19","sde_20","IM_1","IM_2","IM_3","IM_4","IM_5","IM_6","IM_7","IM_8","IM_9","IM_10","IM_11","IM_12","IM_13","IM_14","IM_15","IM_16","IM_17","IM_18","IM_19","IM_20","Sex","ID","trap2","trap2_item","friend_name","X"
56,1,3,4,4,3,3,4,3,3,3,4,4,1,1,-1,1,1,1,1,3,3,2,5,3,3,3,4,4,4,4,6,6,5,4,4,4,4,5,5,4,5,3,3,5,2,5,3,5,3,5,3,3,5,3,4,3,5,5,5,3,4,3,3,2,3,3,4,3,5,5,5,5,4,4,4,3,5,3,5,"Male","phase_016_subj_85",NA,NA,"左",NA
57,3,6,6,6,6,6,3,2,3,3,3,4,2,1,1,-1,-1,1,1,1,4,4,4,4,4,3,4,4,4,4,6,6,6,7,6,7,7,7,7,5,4,5,5,5,3,5,4,4,4,6,2,5,3,5,4,5,3,5,3,3,4,4,5,3,5,3,5,4,4,6,5,5,4,4,5,4,5,4,4,"Female","phase_016_subj_86",NA,NA,"李",NA
1,671,1,1,1,1,1,3,1,2,2,1,4,-1,2,-3,3,-2,-3,2,1,4,5,5,4,4,4,5,5,5,4,1,8,4,8,3,9,7,8,4,1,2,1,7,1,2,2,7,2,2,2,1,6,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,3,7,6,1,7,1,3,2,2,7,3,2,"Female","phase_017_subj_158",NA,NA,"俞",NA
2,321,4,4,5,5,3,4,3,4,4,4,5,2,-1,1,1,1,1,2,2,5,4,5,4,4,3,4,4,4,4,5,4,5,6,4,5,4,6,6,4,5,5,5,5,3,5,2,5,3,5,4,5,3,4,3,4,6,5,3,4,5,3,4,3,6,5,5,6,6,5,6,5,5,5,6,6,6,5,5,"Female","phase_017_subj_70",NA,NA,"黄",NA
3,368,6,7,6,6,6,4,3,5,4,4,4,2,3,3,2,2,2,3,2,4,4,5,5,4,3,4,3,4,3,4,5,5,4,5,4,4,5,5,6,3,5,7,6,2,5,5,6,6,5,5,6,7,5,5,5,4,5,5,4,3,7,4,4,5,6,6,7,6,7,5,7,5,6,6,7,7,4,5,"Male","phase_017_subj_86",NA,NA,"唐",NA
4,73,4,2,2,1,1,4,1,2,4,5,5,2,3,1,3,-2,-1,2,3,4,5,4,1,5,4,4,5,5,4,2,8,8,7,1,7,6,8,7,5,1,6,7,6,1,2,7,7,6,6,1,7,6,2,7,6,7,2,4,3,1,3,6,1,7,4,7,7,7,7,2,2,1,2,7,1,7,2,6,"Male","phase_017_subj_15",NA,NA,"马",NA
5,394,5,4,4,3,4,4,2,4,4,4,4,2,-1,1,2,-1,1,1,1,4,4,5,4,4,3,4,4,4,4,7,6,6,8,8,8,6,8,8,5,4,5,6,6,3,7,3,6,2,7,3,6,3,6,4,5,2,6,5,3,3,5,4,6,5,4,6,4,5,3,6,4,5,6,5,2,6,6,6,"Female","phase_017_subj_94",NA,NA,"黄",NA
6,648,4,3,4,4,5,4,2,3,5,4,5,2,1,2,2,1,2,2,2,4,4,5,4,4,2,4,3,4,4,4,5,4,6,4,3,6,5,7,5,4,3,6,5,4,5,6,5,6,3,3,4,5,4,5,3,6,5,5,4,3,3,5,5,5,5,5,6,1,5,3,6,6,5,4,5,5,4,5,"Male","phase_017_subj_153",NA,NA,"王",NA
7,105,4,3,3,3,4,4,3,4,4,4,5,2,1,2,2,1,2,2,1,5,4,5,4,4,3,3,4,4,3,6,7,5,6,5,5,6,5,7,5,3,3,6,5,5,5,6,5,5,4,5,5,4,5,4,5,5,5,6,5,3,4,5,6,6,6,5,7,1,6,5,6,7,5,5,3,6,5,6,"Female","phase_017_subj_29",NA,NA,"丁",NA
8,483,3,3,3,3,3,4,4,4,4,4,4,1,1,1,1,-1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,5,3,5,3,3,5,3,3,5,3,3,5,5,5,5,5,3,3,3,3,3,5,3,5,6,5,5,3,5,5,3,5,3,5,3,5,"Male","phase_017_subj_121",NA,NA,"崔",NA
9,579,4,3,4,3,2,4,3,3,4,4,5,2,1,1,2,-1,1,1,1,4,4,5,4,4,3,3,3,3,2,4,4,5,6,5,5,4,5,5,3,3,5,4,5,3,4,2,5,4,4,3,5,3,3,3,3,7,5,5,6,5,5,6,5,6,4,5,6,7,7,5,6,6,5,6,6,2,4,5,"Female","phase_017_subj_142",NA,NA,"张",NA
10,96,5,4,5,3,2,5,2,3,4,4,4,2,1,1,2,-1,1,1,1,4,5,5,2,4,4,4,4,5,4,6,5,5,6,5,6,5,6,5,4,5,5,5,5,3,6,2,4,3,5,3,5,2,3,4,4,7,5,5,5,5,5,4,3,6,5,5,6,7,7,5,5,5,5,6,6,5,4,5,"Female","phase_017_subj_27",NA,NA,"李",NA
11,1058,5,4,5,4,3,4,4,3,4,4,4,1,-1,1,2,1,2,2,1,5,5,5,5,5,4,4,3,4,4,3,5,5,6,4,6,4,7,6,5,6,6,4,6,3,7,2,6,5,3,4,5,4,6,5,5,4,6,5,3,5,3,7,5,7,4,7,5,5,5,6,3,6,4,7,5,6,4,6,"Female","phase_017_subj_91",NA,NA,"胡",NA
12,649,5,6,6,6,6,4,2,5,4,4,5,2,1,1,2,-2,2,3,3,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,5,6,4,5,5,7,6,2,7,3,6,5,6,2,5,7,3,5,5,6,5,7,5,6,3,6,5,6,7,6,7,7,3,7,7,7,7,7,3,7,6,6,"Male","phase_017_subj_154",NA,NA,"林",NA
13,547,3,2,3,3,3,4,3,4,5,4,5,-2,1,1,3,-3,1,3,2,5,5,5,5,5,4,4,4,5,3,4,6,4,5,3,7,6,5,6,4,7,3,3,4,2,5,1,3,3,2,1,6,2,2,6,5,3,6,3,2,2,2,2,3,7,3,7,6,7,7,3,2,2,3,5,2,6,3,6,"Female","phase_017_subj_136",NA,NA,"黄",NA
14,192,7,6,7,6,6,4,4,4,4,5,5,2,1,2,1,2,2,3,3,4,5,5,4,4,4,5,4,4,5,6,7,8,6,5,6,5,4,4,5,5,2,5,6,3,4,2,6,3,5,2,4,2,6,5,6,3,6,6,2,3,3,4,2,5,3,6,7,6,3,4,2,2,2,5,2,7,3,6,"Male","phase_017_subj_49",NA,NA,"李",NA
15,122,4,5,5,4,5,4,3,5,5,5,5,2,-1,1,2,1,2,3,1,4,5,5,5,4,3,3,3,4,3,3,3,5,5,2,3,3,5,4,4,3,5,6,4,3,6,5,5,5,6,5,5,5,7,4,6,5,6,4,5,5,5,6,5,7,3,5,7,7,6,6,7,3,4,7,6,6,3,6,"Male","phase_017_subj_33",NA,NA,"鄢",NA
16,448,6,7,7,6,6,4,4,5,4,5,4,3,1,2,1,2,2,3,2,4,5,5,5,4,4,5,4,5,4,5,6,5,6,5,6,4,5,5,5,6,2,7,6,3,4,2,7,2,5,2,4,2,6,6,6,3,6,6,2,2,2,5,2,5,3,6,3,5,2,5,3,2,2,5,3,6,2,5,"Male","phase_017_subj_108",NA,NA,"张",NA
17,538,6,6,7,6,6,4,4,4,5,4,5,3,1,2,2,1,2,2,3,5,4,5,5,4,5,4,4,5,4,6,7,6,6,5,5,5,4,5,4,5,2,5,6,3,6,1,6,2,5,2,4,2,6,4,6,4,6,6,2,3,3,4,2,5,2,5,6,6,3,4,2,2,1,6,2,7,2,6,"Male","phase_017_subj_132",NA,NA,"李",NA
18,353,6,7,7,6,6,5,4,4,4,4,4,3,2,1,2,3,2,3,2,5,4,5,4,4,5,4,4,5,4,6,5,6,5,5,6,5,5,4,5,6,2,5,6,3,6,2,7,3,5,2,4,3,6,6,6,4,6,6,2,3,3,4,2,6,3,6,6,6,3,4,3,1,2,5,2,6,3,6,"Male","phase_017_subj_79",NA,NA,"张",NA
19,126,5,2,6,2,5,5,2,4,5,5,5,2,2,1,-2,-2,3,2,3,5,5,5,5,4,2,2,2,4,4,5,4,5,5,4,4,4,4,4,5,3,6,3,5,2,2,1,6,3,2,2,6,3,1,2,3,3,2,3,2,2,3,2,2,2,2,5,3,6,3,1,2,1,3,3,3,3,2,2,"Male","phase_017_subj_36",NA,NA,"白",NA
20,139,3,3,3,3,3,4,4,4,4,4,4,1,-1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,4,5,5,6,2,5,3,5,3,5,3,5,5,3,3,5,3,3,5,5,5,5,5,3,3,3,3,3,5,3,5,5,6,5,5,3,5,3,5,3,5,3,3,"Female","phase_017_subj_38",NA,NA,"温",NA
21,551,5,5,5,4,3,4,3,4,4,4,4,2,2,1,1,1,1,2,1,5,5,5,4,4,4,4,4,5,4,5,6,5,5,4,5,4,5,5,5,4,5,5,5,3,6,2,5,4,5,3,6,3,3,5,4,6,5,5,3,5,3,3,3,5,3,6,5,6,5,5,3,5,5,5,5,6,3,4,"Female","phase_017_subj_138",NA,NA,"谭",NA
22,27,6,7,6,5,5,3,4,4,4,4,4,2,3,1,2,1,2,2,2,4,5,5,4,4,4,4,4,5,3,5,4,3,5,4,4,5,6,5,6,4,6,4,5,4,4,5,6,5,5,2,5,2,5,4,6,4,5,5,5,4,7,5,5,6,5,5,7,6,6,6,6,7,6,6,7,6,5,6,"Male","phase_017_subj_4",NA,NA,"李",NA
23,229,3,3,3,3,3,4,4,4,4,4,4,1,-1,1,1,-1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,5,3,3,3,5,3,5,3,5,3,3,3,5,3,3,5,5,3,3,5,3,3,5,3,3,5,3,6,3,5,6,3,3,5,3,3,3,5,3,3,"Female","phase_017_subj_54",NA,NA,"黄",NA
24,117,3,3,3,1,3,4,3,2,5,4,4,3,1,-3,2,-1,1,2,2,5,4,5,4,4,3,3,2,2,4,5,4,4,5,5,2,4,3,6,3,2,2,3,5,2,6,2,5,1,2,3,4,2,4,3,4,2,2,3,2,2,3,2,2,5,3,6,3,4,2,2,7,1,3,5,2,3,2,3,"Female","phase_017_subj_31",NA,NA,"唐",NA
25,473,3,4,3,2,2,4,2,3,5,5,4,2,-1,1,-1,-1,1,2,2,5,4,4,5,4,4,5,3,3,4,7,8,6,8,6,8,8,8,9,4,2,5,5,3,2,6,1,5,2,5,1,5,2,5,2,6,3,3,3,3,3,3,3,4,6,1,6,7,6,3,3,6,2,4,5,1,3,3,3,"Male","phase_017_subj_117",NA,NA,"陈",NA
26,304,4,3,4,4,2,4,3,3,3,2,4,2,1,1,2,1,1,1,2,5,4,5,4,4,3,3,3,4,3,4,4,5,5,4,4,4,5,5,5,4,5,5,5,3,5,1,5,3,5,3,5,3,4,4,5,7,5,5,3,4,3,3,3,5,3,5,6,6,6,6,5,5,3,6,5,6,3,5,"Female","phase_017_subj_68",NA,NA,"张",NA
27,266,3,3,3,3,3,4,4,4,4,4,4,2,2,2,2,-1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4,5,5,6,2,3,3,5,3,5,3,5,3,3,3,5,3,3,5,5,5,3,5,3,3,3,3,3,5,3,5,5,5,6,3,3,3,3,5,5,5,3,5,"Female","phase_017_subj_62",NA,NA,"李",NA
28,201,3,2,2,2,2,4,3,2,5,5,4,1,2,-1,1,-1,-1,2,2,5,4,5,4,4,4,4,4,5,4,6,7,5,7,5,6,6,7,7,4,3,2,4,5,3,6,2,4,2,3,3,5,3,3,4,3,3,2,5,4,4,3,7,3,6,3,5,6,7,6,6,6,7,5,6,3,5,3,4,"Female","phase_017_subj_51",NA,NA,"孙",NA
29,425,3,3,2,3,2,4,3,2,5,5,4,1,1,-2,2,-1,-1,2,2,5,4,5,5,4,4,4,3,4,3,6,7,5,7,5,6,6,5,6,4,3,2,3,5,2,5,3,4,3,3,3,4,3,3,4,3,3,2,5,3,4,3,7,3,5,3,6,7,7,6,5,5,6,5,5,3,5,3,4,"Female","phase_017_subj_102",NA,NA,"李",NA
30,236,6,7,5,6,4,5,3,4,4,4,5,2,1,1,2,-2,2,1,2,4,5,5,4,4,3,4,4,5,4,5,7,6,7,6,6,5,6,8,5,6,5,4,5,2,6,1,5,2,3,3,7,3,6,6,3,3,6,2,3,6,5,7,5,5,5,6,5,7,6,7,5,5,2,3,6,3,5,6,"Male","phase_017_subj_56",NA,NA,"程",NA
31,168,3,3,2,2,3,4,3,2,5,5,5,1,1,-2,2,-1,-1,2,1,4,4,5,4,5,4,4,4,4,3,6,7,5,7,5,6,6,6,7,4,3,2,3,5,3,6,3,4,3,3,3,4,3,3,3,3,3,2,5,4,3,3,7,3,5,3,5,7,7,6,6,5,5,5,5,3,6,3,4,"Male","phase_017_subj_41",NA,NA,"樊",NA
32,81,5,6,6,5,5,5,3,4,2,5,5,2,-2,1,2,1,2,2,1,4,4,4,5,3,4,4,2,4,4,6,8,5,7,6,8,7,6,7,3,3,4,2,5,5,5,3,4,2,4,3,5,5,6,3,5,4,2,3,2,2,4,1,5,5,1,6,7,3,6,2,3,1,3,5,1,4,4,5,"Female","phase_017_subj_18",NA,NA,"饶",NA
33,539,6,5,6,6,4,5,4,4,5,5,5,2,1,2,2,3,3,2,3,5,4,5,5,4,4,5,4,4,5,8,7,9,8,7,9,8,9,9,7,6,5,7,5,6,5,7,6,6,6,6,6,6,5,7,5,6,2,7,6,5,4,6,6,5,7,2,7,7,7,6,7,5,6,7,6,6,6,7,"Male","phase_017_subj_134",NA,NA,"韦",NA
34,85,6,7,5,6,6,5,4,4,4,5,4,3,2,3,2,3,1,2,3,4,5,4,5,4,3,4,4,5,4,7,6,7,8,8,7,7,8,7,6,6,1,6,6,6,6,5,6,6,5,6,6,6,5,6,5,6,6,5,4,2,5,6,5,7,5,6,6,6,7,6,6,6,5,7,5,6,6,5,"Male","phase_017_subj_21",NA,NA,"李",NA
35,577,5,2,3,2,2,4,2,4,5,5,5,3,3,2,-2,-3,3,2,2,5,5,5,5,4,2,4,4,5,4,4,5,5,3,2,6,5,4,4,6,3,5,3,6,3,6,1,6,3,3,2,6,3,1,2,6,3,3,3,3,2,2,1,2,2,3,6,3,5,3,2,2,1,3,3,2,5,3,1,"Male","phase_017_subj_141",NA,NA,"李",NA
36,262,4,3,3,3,2,2,2,2,3,3,3,-1,-1,1,-1,-1,-1,1,-1,4,3,4,3,2,3,3,3,2,3,4,4,4,5,3,7,4,6,5,4,5,3,4,3,3,7,4,3,2,4,3,3,4,2,2,4,3,3,3,3,3,4,3,3,5,3,4,5,4,3,4,4,2,2,4,3,3,3,4,"Male","phase_017_subj_61",NA,NA,"郑",NA
37,666,6,7,7,6,6,5,2,5,5,4,5,3,1,2,3,2,3,3,3,5,5,5,1,5,5,4,4,5,5,6,5,4,6,6,5,6,7,6,7,2,6,6,6,2,5,2,7,3,6,3,7,2,6,3,6,5,6,2,2,6,3,4,2,6,3,7,2,7,6,6,5,6,3,7,6,7,4,6,"Male","phase_017_subj_157",NA,NA,"金",NA
38,537,2,1,2,2,2,4,1,2,4,1,2,-2,-1,-2,-1,-2,-2,-1,-1,2,1,2,1,2,2,2,2,1,2,2,2,1,3,2,2,4,2,2,3,2,7,2,3,2,5,2,3,2,3,2,7,2,3,2,2,2,7,2,2,7,2,3,2,3,2,3,2,3,2,2,2,2,3,2,2,2,2,3,"Male","phase_017_subj_130",NA,NA,"王",NA
39,122,3,3,4,2,3,4,3,4,5,4,4,1,1,2,2,-1,1,2,1,5,5,5,4,4,4,4,5,4,5,4,4,6,7,3,4,4,8,4,4,3,3,3,5,1,6,2,5,3,4,2,5,3,3,5,4,4,5,4,2,3,3,2,1,5,3,6,3,6,2,3,3,6,5,5,5,6,3,3,"Female","phase_017_subj_34",NA,NA,"杨",NA
40,90,5,5,5,3,1,5,3,4,4,3,4,1,-2,1,-2,-2,-1,1,1,4,3,4,4,3,4,4,3,4,3,4,3,4,7,5,5,7,3,3,6,5,5,5,3,2,6,5,5,3,2,3,6,5,4,5,5,7,6,3,3,5,2,3,3,6,5,5,4,5,6,3,3,6,3,7,6,5,2,6,"Female","phase_017_subj_23",NA,NA,"张",NA
41,350,5,4,4,2,2,4,3,5,4,4,5,3,-2,1,2,-1,1,2,2,4,4,4,4,4,4,4,5,4,4,7,7,6,7,7,8,8,7,7,6,5,3,5,6,2,5,2,6,4,6,2,6,5,5,3,4,3,5,3,5,3,3,6,2,6,5,6,5,6,5,6,2,7,5,7,5,6,3,6,"Female","phase_017_subj_78",NA,NA,"张",NA
42,157,5,4,6,5,6,4,3,4,4,4,5,-2,-3,1,2,-2,2,2,1,4,5,5,4,4,4,5,4,4,5,5,5,4,6,4,4,5,4,4,4,2,5,4,5,1,6,2,4,3,5,3,6,3,2,5,5,3,6,4,3,7,5,6,1,6,5,6,6,5,6,5,4,5,4,6,6,5,3,6,"Male","phase_017_subj_40",NA,NA,"张",NA
43,676,5,5,6,5,6,4,4,4,5,5,4,-1,-1,1,1,-2,2,2,3,4,5,4,4,4,5,4,4,5,4,5,5,4,5,5,4,4,5,5,5,3,6,4,5,3,6,2,4,3,5,3,6,2,2,5,5,3,6,4,3,6,5,5,3,6,5,7,6,5,5,6,4,5,4,6,5,5,3,6,"Male","phase_017_subj_161",NA,NA,"李",NA
44,257,6,6,6,5,6,4,4,4,3,4,4,1,1,2,1,2,1,2,2,5,4,5,4,4,3,3,3,4,3,4,4,6,6,4,7,5,7,6,5,3,5,4,4,2,5,2,4,3,4,2,5,6,5,4,5,5,6,3,3,3,4,4,5,6,3,5,4,5,5,4,3,4,3,4,2,5,3,5,"Female","phase_017_subj_60",NA,NA,"林",NA
45,183,3,3,3,3,3,4,2,3,4,2,4,-1,-1,-1,-1,-2,-1,1,1,4,4,5,4,4,4,4,4,4,4,6,6,4,6,6,4,7,4,6,5,2,2,3,3,3,3,2,3,3,3,2,5,3,3,5,3,3,3,3,2,3,6,3,3,5,2,5,5,6,6,5,7,5,3,5,2,5,2,3,"Female","phase_017_subj_47",NA,NA,"汶",NA
46,252,3,2,5,6,5,4,3,2,5,5,5,1,-1,-1,1,-2,2,1,1,4,4,4,3,4,3,3,2,4,4,4,4,5,6,4,3,5,6,6,5,4,5,3,3,4,4,3,5,4,3,2,6,6,4,5,3,4,6,3,2,5,3,2,4,5,5,5,7,7,5,2,4,1,5,6,2,7,2,6,"Female","phase_017_subj_59",NA,NA,"吴",NA
47,65,5,6,6,5,6,5,3,4,4,4,4,2,-1,2,1,3,2,2,3,4,5,4,4,4,4,5,4,5,5,7,8,7,8,5,5,7,8,6,5,6,3,5,5,5,5,7,6,6,6,5,5,6,6,6,5,7,5,6,4,6,3,5,4,6,6,5,6,5,7,7,6,4,4,6,6,6,7,6,"Female","phase_017_subj_13",NA,NA,"张",NA
48,170,5,4,5,5,3,4,4,3,4,4,5,2,-1,-1,1,-1,-1,2,1,4,3,4,3,2,4,4,2,2,4,4,3,4,4,3,5,4,6,5,3,3,5,5,5,3,3,5,4,4,3,3,6,3,3,3,4,5,5,3,2,3,3,3,2,5,3,6,5,5,5,3,3,3,2,4,3,5,2,3,"Female","phase_017_subj_43",NA,NA,"卢",NA
49,299,5,3,5,5,3,4,3,3,2,2,5,2,1,-1,1,-1,1,1,1,4,2,4,2,2,2,2,2,2,3,3,4,4,5,3,4,4,3,4,4,3,3,5,2,3,3,3,3,2,3,2,5,3,3,5,3,7,3,2,2,2,2,3,2,3,3,5,3,3,2,3,3,2,2,3,3,2,3,3,"Female","phase_017_subj_67",NA,NA,"陈",NA
50,45,5,5,5,4,3,4,4,4,3,4,4,-1,-1,-1,1,-1,1,1,-1,4,4,5,4,4,3,3,3,4,3,6,5,4,7,5,5,6,7,6,5,6,3,6,4,4,3,2,5,2,4,3,5,4,5,5,4,6,4,5,3,4,2,3,3,6,3,6,3,6,3,4,5,2,3,3,3,6,3,3,"Male","phase_017_subj_8",NA,NA,"邱",NA
51,182,6,7,6,6,6,5,2,4,4,4,4,2,1,2,2,3,2,2,2,4,5,1,2,5,4,4,4,5,5,7,8,8,4,6,5,6,4,5,6,1,5,2,6,2,5,1,6,2,3,2,5,2,5,3,4,3,4,4,2,5,5,6,3,6,5,5,5,5,7,4,7,5,4,6,7,6,4,6,"Female","phase_017_subj_168",NA,NA,"张",NA
52,593,6,5,6,6,7,4,4,5,4,5,4,2,1,2,2,1,3,3,3,5,4,5,5,4,3,4,4,5,4,6,8,7,8,6,6,9,5,6,6,6,5,7,7,5,5,6,7,6,6,5,5,5,6,6,7,5,6,7,6,5,5,6,6,7,5,6,6,7,6,6,7,5,6,7,5,7,7,6,"Female","phase_017_subj_144",NA,NA,"王",NA
53,367,6,6,7,4,4,4,5,5,5,4,5,2,-3,1,3,2,2,1,2,5,5,5,5,4,3,4,4,5,4,5,6,6,7,6,6,7,8,8,7,7,3,7,6,3,4,7,5,5,6,3,5,2,5,7,6,6,5,5,6,7,3,6,3,7,3,6,7,7,7,3,7,2,7,7,2,7,6,2,"Male","phase_017_subj_84",NA,NA,"梅",NA
54,340,6,6,5,5,6,4,4,5,4,5,4,2,1,2,3,1,2,2,2,4,4,5,2,4,4,5,4,4,5,7,8,7,7,8,8,8,7,7,3,6,3,6,6,5,5,3,6,6,5,5,2,6,6,5,5,7,5,6,5,6,6,7,5,6,5,5,6,7,5,2,7,3,6,6,6,6,6,7,"Female","phase_017_subj_75",NA,NA,"苏",NA
55,43,5,5,6,6,5,4,3,4,4,4,4,2,-1,-1,2,-2,2,3,2,4,5,4,4,5,3,3,4,4,3,7,8,8,6,4,8,6,7,8,5,5,3,6,2,5,6,6,6,5,5,4,6,3,3,2,5,4,5,4,5,4,5,5,6,5,6,6,6,7,6,6,7,7,6,6,6,6,4,6,"Female","phase_017_subj_7",NA,NA,"李",NA
56,370,6,7,7,4,5,5,3,4,4,4,4,2,2,2,3,1,2,2,3,5,5,5,1,4,4,4,4,2,2,4,8,7,5,4,4,7,7,7,6,4,6,6,6,2,6,6,6,2,7,6,6,2,6,6,6,6,6,2,2,6,3,3,2,6,2,3,5,6,7,4,2,5,2,6,2,6,5,6,"Male","phase_017_subj_87",NA,NA,"唐",NA
57,533,4,4,5,5,6,4,3,4,5,4,4,-1,-2,1,1,-1,2,1,1,4,5,4,4,4,5,4,4,5,5,5,4,3,5,3,3,5,3,4,5,1,6,4,6,1,6,2,4,3,5,2,5,3,3,5,5,4,5,3,3,6,5,7,2,6,5,5,7,5,5,6,3,5,4,6,6,5,3,6,"Female","phase_017_subj_127",NA,NA,"刘",NA
58,179,5,4,6,6,5,4,3,5,5,5,5,-3,-1,1,1,-3,2,2,3,5,4,4,4,5,4,4,5,4,5,4,5,3,3,2,3,3,3,4,5,1,6,4,5,3,6,2,4,3,5,3,6,3,3,6,4,4,5,4,2,5,5,5,3,6,5,5,6,6,5,5,3,4,3,5,5,6,3,6,"Female","phase_017_subj_46",NA,NA,"赵",NA
59,540,6,6,7,6,7,5,3,4,5,5,5,2,1,2,2,1,2,2,2,5,5,1,5,5,4,5,5,5,5,5,7,7,5,4,4,7,5,5,5,7,1,7,6,5,6,1,7,7,5,3,6,4,6,7,3,7,5,6,7,5,7,7,7,6,7,6,7,7,7,7,7,7,7,7,7,7,7,7,"Female","phase_017_subj_135",NA,NA,"张",NA
60,242,4,4,6,6,5,5,3,4,4,4,4,-2,-1,2,1,-2,2,2,1,4,5,4,5,4,4,5,5,4,5,5,6,3,5,3,3,4,2,3,5,2,5,2,5,3,7,3,4,3,5,2,6,3,2,5,5,3,6,4,3,5,5,5,2,5,6,5,5,6,6,5,3,6,4,5,5,5,2,5,"Male","phase_017_subj_58",NA,NA,"陈",NA
61,357,5,5,6,6,5,4,3,5,4,4,4,-1,-2,1,1,-1,2,2,1,4,4,4,5,4,5,5,4,4,5,4,5,3,4,2,3,4,3,4,5,2,5,4,5,3,6,2,4,3,5,3,6,3,2,5,5,3,6,4,3,6,5,5,3,6,5,5,6,5,5,6,3,5,4,6,6,5,2,5,"Female","phase_017_subj_82",NA,NA,"黄",NA
62,432,4,4,5,6,5,4,3,5,5,4,5,-1,-1,1,2,-2,1,2,1,4,5,4,4,5,4,5,4,4,5,3,3,2,4,1,2,3,2,3,4,2,5,3,6,2,5,2,4,3,5,2,6,3,2,5,5,4,5,4,3,6,5,5,1,6,6,5,5,6,6,5,4,5,4,6,5,5,3,6,"Female","phase_017_subj_104",NA,NA,"吴",NA
63,26,3,2,3,4,3,2,3,2,4,4,4,-1,1,-2,2,-2,-1,-1,2,5,4,5,4,4,2,3,2,4,4,7,8,4,8,4,2,8,6,8,5,3,2,5,3,2,1,3,2,2,2,1,5,3,1,2,2,6,2,3,3,2,2,3,1,5,3,5,3,7,2,6,5,3,3,2,6,2,1,5,"Female","phase_017_subj_3",NA,NA,"张",NA
64,366,5,6,5,4,5,4,2,5,3,2,5,2,1,2,2,1,2,3,2,4,5,4,5,4,4,5,4,5,4,6,6,4,7,6,8,7,8,8,4,3,6,6,5,3,6,1,6,2,6,3,5,4,6,5,5,4,6,3,3,6,5,7,4,5,6,6,5,6,6,6,5,5,2,6,5,6,3,6,"Male","phase_017_subj_83",NA,NA,"詹",NA
65,51,4,5,6,6,2,4,3,3,2,2,3,2,2,1,3,1,2,2,2,5,4,4,2,5,5,4,4,4,5,4,3,6,5,2,6,8,4,7,5,2,7,3,3,2,5,1,5,2,5,2,5,4,5,3,6,4,5,2,2,4,3,4,3,7,3,4,6,5,5,2,7,5,2,6,6,7,3,6,"Female","phase_017_subj_10",NA,NA,"江",NA
66,308,6,5,6,4,4,4,3,4,4,4,4,2,1,1,-1,1,2,2,1,5,5,5,5,4,3,3,4,4,4,5,5,5,5,5,4,4,8,7,5,4,2,3,5,3,5,3,5,4,5,6,5,5,4,4,4,4,4,2,6,5,7,7,6,7,7,7,6,6,7,7,7,3,3,7,4,6,3,6,"Female","phase_017_subj_69",NA,NA,"付",NA
67,504,5,4,5,5,6,5,4,4,5,4,5,-1,-2,1,2,-1,1,1,2,4,4,5,5,5,4,5,4,4,4,4,5,3,5,4,4,6,4,5,5,2,6,4,5,3,6,3,3,3,5,2,6,3,2,6,4,3,5,4,3,7,5,5,2,5,5,7,6,5,5,6,3,5,4,5,5,6,3,5,"Female","phase_017_subj_125",NA,NA,"王",NA
68,38,6,5,6,6,7,5,4,4,4,4,4,-1,-1,1,1,-1,2,2,1,4,5,5,5,4,4,5,4,5,4,4,4,3,4,2,2,3,2,3,5,3,6,4,4,2,5,2,4,3,5,2,5,2,3,6,5,3,6,4,3,6,5,5,2,5,6,7,5,5,5,6,3,5,4,5,6,5,3,6,"Female","phase_017_subj_6",NA,NA,"周",NA
69,482,5,4,5,6,5,4,3,5,4,4,4,-1,-1,2,1,-2,1,2,1,4,4,4,5,5,4,4,5,4,4,4,4,2,4,2,3,4,3,4,5,3,6,4,5,1,6,2,4,3,6,3,6,2,2,5,6,4,5,4,3,6,6,7,1,5,5,6,6,5,5,6,4,4,3,7,5,5,3,6,"Male","phase_017_subj_120",NA,NA,"杨",NA
