"V1","ParticipantID","ses_1","ses_2","ses_3","ses_4","ses_5","ses_6","ses_7","ses_8","ses_9","ses_10","coreself_1","coreself_2","coreself_3","coreself_4","coreself_5","coreself_6","coreself_7","coreself_8","coreself_9","coreself_10","SGPS_1","SGPS_2","SGPS_3","SGPS_4","SGPS_5","SGPS_6","SGPS_7","SGPS_8","SGPS_9","NPI1","NPI2","NPI3","NPI4","NPI5","NPI6","NPI7","NPI8","NPI9","NPI10","NPI11","NPI12","NPI13","NPI14","NPI15","hsns_1","hsns_2","hsns_3","hsns_4","hsns_5","hsns_6","hsns_7","hsns_8","hsns_9","hsns_10","friend_name","ID","trap1","correct_answer","trap1_item"
111,377,3,4,3,3,4,3,3,4,4,3,4,4,3,4,4,4,5,4,4,4,2,2,2,1,1,2,4,5,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,5,2,3,2,2,4,4,5,4,2,NA,"phase_017_subj_89",NA,NA,NA
112,616,3,3,3,3,2,3,3,2,3,3,3,4,2,3,2,4,3,2,2,4,4,4,4,2,3,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,2,2,4,4,4,1,NA,"phase_017_subj_148",3,NA,NA
113,119,3,3,4,3,4,4,4,4,4,4,5,4,4,5,4,5,4,4,4,5,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,5,1,2,2,1,4,5,5,4,2,NA,"phase_017_subj_32",2,NA,NA
114,372,4,4,3,3,3,4,4,4,3,4,5,5,3,4,3,5,4,3,4,4,2,1,2,2,2,1,2,2,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,5,2,2,2,1,2,4,4,2,1,NA,"phase_017_subj_88",1,NA,NA
115,280,3,3,3,3,3,3,3,2,3,3,4,3,2,3,4,4,3,3,4,3,2,4,2,4,3,2,3,3,2,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,1,2,2,3,2,1,1,3,1,NA,"phase_017_subj_64",5,NA,NA
116,454,3,3,3,3,1,3,3,2,3,4,4,2,2,2,3,4,3,2,5,4,2,2,2,1,2,2,1,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,4,4,3,4,4,3,2,2,3,NA,"phase_017_subj_111",4,NA,NA
117,91,3,4,4,3,3,3,3,3,4,4,4,4,3,4,4,4,4,4,5,5,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,2,2,3,2,3,2,1,3,1,NA,"phase_017_subj_24",5,NA,NA
118,686,2,2,4,3,3,2,3,4,4,4,4,4,5,4,4,4,4,4,2,4,1,2,3,2,4,3,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4,2,2,3,2,1,2,2,NA,3,NA,"phase_017_subj_163",5,NA,NA
119,582,3,2,2,4,2,2,4,2,3,3,4,4,2,4,3,4,3,2,3,4,2,1,4,2,2,1,2,2,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,4,NA,3,2,5,4,5,4,3,2,NA,"phase_017_subj_143",1,NA,NA
120,674,4,4,3,3,2,3,3,3,3,3,4,4,3,3,4,4,3,3,4,4,4,4,3,3,3,2,2,3,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,4,4,2,3,2,2,3,2,4,NA,"phase_017_subj_160",4,NA,NA
121,387,2,2,2,3,2,2,2,3,2,3,3,4,4,2,3,3,3,3,3,4,3,3,2,3,3,2,3,2,4,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,4,4,3,4,2,4,4,4,3,NA,"phase_017_subj_93",1,NA,NA
122,23,2,3,3,3,2,2,2,2,2,2,3,2,2,3,2,3,3,3,4,3,2,3,2,2,3,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,4,3,3,3,3,2,1,2,2,NA,"phase_017_subj_2",1,NA,NA
123,694,2,3,2,2,2,3,4,2,2,2,4,1,3,4,3,4,2,1,3,2,4,4,1,3,2,2,5,3,4,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,4,5,3,4,4,5,3,4,4,5,NA,"phase_017_subj_167",4,NA,NA
124,325,3,3,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,3,4,3,4,4,3,3,2,2,4,3,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,5,4,4,3,3,4,2,3,2,1,NA,"phase_017_subj_73",NA,NA,NA
125,458,3,3,3,3,3,3,3,3,4,4,4,4,3,3,4,4,4,4,5,5,5,4,4,1,2,2,2,3,2,0,0,0,0,1,1,0,1,1,0,0,0,1,1,0,4,4,3,4,4,4,5,5,5,2,NA,"phase_017_subj_112",3,NA,NA
126,270,3,2,3,3,2,3,3,3,3,3,3,2,2,3,4,3,2,2,4,3,5,4,4,3,4,4,3,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,5,2,3,4,3,4,3,2,NA,"phase_017_subj_63",NA,NA,NA
127,434,4,3,3,4,3,4,3,2,3,4,4,3,2,3,3,3,4,3,3,4,2,3,2,3,3,1,2,3,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,5,3,4,3,3,4,3,3,2,4,NA,"phase_017_subj_105",4,NA,NA
128,500,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,2,2,2,2,4,3,4,2,NA,"phase_017_subj_124",NA,NA,NA
129,384,4,4,3,3,3,4,4,4,3,4,5,4,5,4,4,4,4,4,4,3,2,1,1,2,2,2,2,2,2,0,0,1,0,0,1,1,1,0,1,0,0,1,0,1,5,3,3,2,2,2,4,4,4,2,NA,"phase_017_subj_90",3,NA,NA
130,323,4,3,4,3,3,3,4,4,3,4,4,4,3,4,4,5,4,4,3,4,2,1,2,2,2,2,1,2,2,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,4,3,2,2,1,2,4,3,4,2,NA,"phase_017_subj_72",1,NA,NA
131,109,3,3,4,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,3,2,3,3,3,3,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,4,2,4,3,2,1,4,1,3,1,NA,"phase_017_subj_30",4,NA,NA
132,398,3,4,4,3,4,3,3,4,4,4,4,4,4,3,3,4,3,4,4,4,2,2,2,2,2,2,2,2,2,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,4,2,3,2,3,4,4,3,3,2,NA,"phase_017_subj_98",NA,NA,NA
133,321,3,3,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,3,3,2,2,3,2,2,2,0,1,1,1,1,0,0,0,0,1,1,1,0,1,1,4,4,4,3,4,5,4,4,2,1,NA,"phase_017_subj_71",NA,NA,NA
134,534,3,3,3,3,2,4,3,2,3,3,4,4,2,4,3,4,3,3,4,4,2,3,2,2,2,2,2,3,3,0,1,1,1,0,1,0,0,0,1,1,0,0,0,1,5,2,3,4,5,5,3,4,3,3,NA,"phase_017_subj_129",1,NA,NA
135,511,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,5,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,5,2,1,2,2,4,4,4,4,2,NA,"phase_017_subj_126",5,NA,NA
136,412,4,4,4,4,4,4,4,4,4,4,5,4,5,5,5,5,5,5,5,5,4,3,3,3,2,2,4,2,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,5,1,3,1,1,2,4,3,3,4,NA,"phase_017_subj_100",3,NA,NA
137,685,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,5,5,5,5,4,4,4,5,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,5,5,5,5,4,3,4,2,3,NA,"phase_017_subj_162",NA,NA,NA
138,609,3,3,3,3,3,3,3,3,3,3,4,3,2,3,3,3,3,2,3,4,5,4,3,3,4,4,2,2,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,2,3,3,4,2,3,2,2,2,NA,"phase_017_subj_147",4,NA,NA
139,666,4,4,4,4,3,4,4,4,4,4,5,4,3,4,4,5,4,4,5,4,2,1,2,1,1,2,1,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,5,3,5,2,1,5,4,5,5,2,NA,"phase_017_subj_157",1,NA,NA
140,139,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,4,2,2,4,4,2,4,4,4,4,NA,"phase_017_subj_38",3,NA,NA
141,425,2,3,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,2,3,2,3,5,4,3,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,5,4,4,4,3,4,4,2,1,NA,"phase_017_subj_102",1,NA,NA
142,1058,3,4,3,3,2,4,3,3,4,3,4,4,3,4,3,4,4,3,5,4,1,2,2,2,2,2,1,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,2,3,4,3,4,2,4,2,NA,"phase_017_subj_91",2,NA,NA
143,414,3,3,4,3,4,3,3,4,4,4,4,4,4,4,2,4,4,4,2,4,2,2,2,2,3,2,2,2,2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,3,2,1,2,2,3,2,3,3,3,NA,"phase_017_subj_101",NA,NA,NA
144,547,4,4,4,4,3,3,3,2,4,4,4,4,2,4,4,4,3,3,4,4,1,2,2,2,2,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,2,3,2,4,4,3,2,NA,"phase_017_subj_136",1,NA,NA
145,623,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,2,3,4,4,4,4,0,1,1,1,1,0,1,0,0,1,1,0,1,0,1,5,3,3,2,4,3,4,4,4,3,NA,"phase_017_subj_152",4,NA,NA
146,465,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,2,3,4,2,2,1,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,4,2,2,2,2,3,4,3,4,3,NA,"phase_017_subj_115",1,NA,NA
147,676,4,3,4,3,3,3,4,3,3,4,4,2,1,4,3,4,3,2,4,4,2,2,2,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,5,4,4,3,1,NA,"phase_017_subj_161",4,NA,NA
148,466,4,3,4,3,3,3,3,3,4,4,4,4,3,4,4,4,5,4,4,4,1,2,3,2,2,2,2,2,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,4,4,1,1,1,3,1,1,1,1,NA,"phase_017_subj_20",2,NA,NA
1,391,3,3,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,3,2,2,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,4,2,2,3,5,2,4,4,4,3,NA,"phase_018_subj_59",1,NA,NA
2,189,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,5,5,5,5,5,1,1,2,1,1,1,1,5,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,5,2,2,1,2,3,3,2,3,2,NA,"phase_018_subj_28",NA,NA,NA
3,553,3,4,3,3,2,3,2,2,3,3,4,4,2,5,2,4,4,4,4,4,4,5,4,4,4,5,2,4,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,5,2,4,4,2,5,4,2,NA,"phase_018_subj_82",3,NA,NA
4,112,3,3,4,2,2,2,2,3,4,4,3,4,4,3,2,4,4,4,3,4,2,2,3,3,2,2,2,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,3,4,3,3,3,2,2,3,3,NA,"phase_018_subj_14",4,NA,NA
5,48,4,3,3,4,3,3,4,3,3,3,4,4,3,4,4,4,3,4,4,4,2,2,3,2,3,4,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,4,3,4,2,3,2,2,2,NA,"phase_018_subj_4",4,NA,NA
6,248,4,4,4,3,4,4,4,3,4,4,5,5,5,5,5,5,5,5,4,5,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,5,1,2,4,2,2,1,NA,4,2,NA,"phase_018_subj_33",1,NA,NA
7,683,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,2,2,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,5,1,1,1,1,2,4,2,3,1,NA,"phase_018_subj_104",5,NA,NA
8,451,4,3,4,4,3,3,3,3,4,4,5,5,5,4,4,5,5,5,4,4,1,1,3,2,2,2,1,5,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,4,2,3,1,2,1,4,4,5,3,NA,"phase_018_subj_70",NA,NA,NA
9,130,3,4,3,3,3,4,3,3,4,4,4,4,3,4,4,4,4,4,4,4,2,1,2,2,2,2,1,2,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,2,2,2,1,2,2,2,NA,"phase_018_subj_18",3,NA,NA
10,339,3,3,4,3,3,3,3,4,3,3,4,2,1,4,2,5,3,2,3,4,2,1,2,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,4,4,5,4,2,NA,"phase_018_subj_53",1,NA,NA
11,95,3,4,4,3,3,4,4,3,4,4,4,4,3,5,4,4,5,4,4,5,3,3,2,2,2,2,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,4,2,3,5,3,4,4,5,4,2,NA,"phase_018_subj_9",3,NA,NA
12,312,3,4,3,3,3,3,3,3,3,3,4,4,3,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,2,3,3,4,2,NA,"phase_018_subj_46",2,NA,NA
13,249,3,3,3,3,4,3,3,3,3,4,4,1,2,4,3,4,3,3,4,5,2,1,2,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,3,4,5,4,5,4,2,NA,"phase_018_subj_36",1,NA,NA
14,464,4,4,3,4,4,3,3,3,3,4,4,1,1,4,3,4,3,2,4,4,2,1,2,2,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,2,4,4,4,5,5,2,NA,"phase_018_subj_73",3,NA,NA
15,584,2,3,4,3,3,3,4,2,3,3,4,3,2,3,4,4,4,4,4,4,2,1,3,2,2,3,2,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,3,NA,2,2,4,3,2,4,3,3,NA,"phase_018_subj_89",1,NA,NA
16,291,3,3,4,4,3,3,4,3,4,4,5,4,5,4,4,5,4,4,4,5,2,2,2,1,1,2,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,1,2,2,1,2,4,4,3,2,NA,"phase_018_subj_43",5,NA,NA
17,122,3,3,3,3,3,3,4,3,4,4,4,4,1,4,4,4,4,4,4,5,1,2,2,2,2,1,1,4,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,4,1,2,2,1,4,5,5,4,2,NA,"phase_018_subj_16",2,NA,NA
18,85,4,3,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,5,4,4,2,1,2,2,2,1,2,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,3,2,3,2,4,4,3,4,2,NA,"phase_018_subj_6",1,NA,NA
19,662,3,3,3,3,3,3,4,2,3,4,4,5,4,4,4,5,5,3,4,5,2,2,2,1,1,2,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,1,3,2,4,2,1,2,1,NA,"phase_018_subj_101",5,NA,NA
20,332,3,4,4,3,3,3,3,4,4,4,4,4,3,4,4,4,4,2,4,5,2,3,2,3,2,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,1,3,3,4,2,4,4,2,2,NA,"phase_018_subj_50",2,NA,NA
21,248,3,3,4,4,4,3,3,4,4,4,4,2,1,5,3,4,3,2,4,4,1,1,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,3,4,5,4,5,1,NA,"phase_018_subj_34",4,NA,NA
22,112,3,3,3,3,3,3,3,4,4,4,4,3,2,3,2,3,3,4,4,3,4,3,4,4,3,4,3,3,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,2,4,3,4,4,4,2,2,2,NA,"phase_018_subj_13",NA,NA,NA
23,396,4,3,4,4,4,3,3,4,3,3,3,2,2,5,3,4,3,2,4,4,1,2,2,1,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,2,4,4,5,5,4,2,NA,"phase_018_subj_60",5,NA,NA
24,287,4,3,3,3,3,3,3,3,3,3,4,4,2,4,3,4,4,3,4,4,2,2,2,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,2,3,4,2,2,NA,"phase_018_subj_42",NA,NA,NA
25,578,4,4,4,4,3,4,4,2,4,4,5,4,4,5,5,5,5,5,5,5,1,1,1,1,2,1,4,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,1,1,4,1,2,4,1,1,1,NA,"phase_018_subj_88",1,NA,NA
26,117,3,3,4,3,3,4,3,4,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,3,2,2,2,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,5,2,2,2,4,2,3,2,2,2,NA,"phase_018_subj_15",5,NA,NA
27,422,3,3,4,3,4,3,3,3,3,4,4,2,1,4,3,4,3,2,4,4,2,2,1,1,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,3,4,4,4,5,4,2,NA,"phase_018_subj_62",1,NA,NA
28,318,4,4,4,4,3,3,3,3,4,4,4,4,5,4,4,4,4,5,4,4,1,2,5,5,1,2,1,4,2,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,5,2,2,1,4,4,2,NA,4,2,NA,"phase_018_subj_47",1,NA,NA
29,107,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,5,3,4,4,2,1,NA,"phase_018_subj_11",NA,NA,NA
30,658,3,3,3,3,2,4,4,2,3,3,4,4,3,4,3,4,3,2,4,4,3,4,3,3,4,3,3,2,3,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,3,4,3,3,4,4,3,4,3,3,NA,"phase_018_subj_100",2,NA,NA
31,277,4,4,4,4,4,4,3,4,4,4,5,5,5,4,4,4,5,5,5,5,2,1,1,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,5,1,1,1,2,1,2,2,1,1,NA,"phase_018_subj_41",2,NA,NA
32,140,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,1,NA,2,1,2,2,4,1,NA,"phase_018_subj_21",1,NA,NA
33,646,3,3,4,4,4,3,3,4,4,4,4,4,4,4,5,3,4,5,4,4,1,2,2,2,1,2,4,3,5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,3,2,4,3,3,3,4,4,2,2,NA,"phase_018_subj_99",5,NA,NA
34,449,3,3,3,3,2,3,3,2,3,3,4,4,2,3,4,4,4,3,4,4,4,4,1,4,2,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,3,4,4,2,NA,"phase_018_subj_69",1,NA,NA
35,575,3,4,3,3,3,3,3,4,3,4,4,3,2,4,3,5,3,3,4,4,2,1,1,2,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,5,4,5,4,2,NA,"phase_018_subj_87",1,NA,NA
36,404,3,3,3,3,2,3,3,2,3,3,4,3,2,3,3,4,3,2,4,5,5,5,3,3,3,4,4,5,5,0,1,1,1,1,0,0,1,1,0,1,0,1,1,1,3,4,3,4,4,4,5,3,3,3,NA,"phase_018_subj_61",NA,NA,NA
37,44,3,3,3,3,3,3,4,3,4,4,4,3,4,4,3,4,4,3,4,4,2,2,4,2,2,2,2,4,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,4,2,3,2,2,3,4,4,3,3,NA,"phase_018_subj_3",3,NA,NA
38,494,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,4,4,4,3,3,4,4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,4,4,4,3,4,4,2,2,NA,"phase_018_subj_75",3,NA,NA
39,522,4,3,3,3,3,3,3,4,3,3,5,2,1,4,2,5,2,2,5,4,1,2,2,1,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,4,4,4,5,5,2,NA,"phase_018_subj_79",5,NA,NA
40,451,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,2,2,2,2,4,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,5,3,2,4,3,4,4,2,2,NA,"phase_018_subj_71",5,NA,NA
41,627,4,4,4,4,3,4,4,4,3,4,5,4,4,5,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,2,3,2,4,4,3,2,NA,"phase_018_subj_97",4,NA,NA
42,524,3,3,3,3,4,4,3,4,3,4,5,3,2,4,3,4,3,3,4,4,2,1,2,2,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,2,4,4,4,5,4,2,NA,"phase_018_subj_80",5,NA,NA
43,332,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,4,1,2,1,1,1,2,2,5,2,NA,"phase_018_subj_51",2,NA,NA
44,233,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,1,5,5,5,5,5,2,1,1,1,1,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,5,2,2,1,1,2,1,1,NA,"phase_018_subj_31",NA,NA,NA
45,635,4,4,3,3,3,3,3,4,4,3,4,2,1,5,3,4,3,3,4,4,2,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,2,4,4,4,5,4,1,NA,"phase_018_subj_98",3,NA,NA
46,561,3,3,3,3,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,4,3,2,2,2,2,2,2,4,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,4,4,3,4,4,4,4,NA,5,2,NA,"phase_018_subj_84",NA,NA,NA
47,75,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,1,2,2,1,1,2,5,1,NA,"phase_018_subj_5",4,NA,NA
48,680,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,3,3,4,3,3,4,4,4,3,3,2,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,4,3,3,2,2,2,3,4,2,NA,"phase_018_subj_103",4,NA,NA
49,190,4,3,4,4,3,3,3,1,4,4,5,4,5,5,5,4,2,3,4,4,1,1,2,1,1,2,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,1,1,1,3,1,3,3,1,4,NA,"phase_018_subj_29",1,NA,NA
50,267,4,3,4,4,4,4,3,3,4,4,5,5,5,4,4,5,5,5,4,4,1,1,2,1,1,2,2,5,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,5,2,1,2,1,2,2,2,1,2,NA,"phase_018_subj_39",5,NA,NA
51,341,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,4,2,2,2,2,3,3,2,3,2,NA,"phase_018_subj_55",2,NA,NA
52,428,2,3,2,3,2,2,2,1,2,2,3,2,1,4,2,2,1,1,3,4,5,5,4,5,4,5,2,4,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,5,4,2,5,4,5,4,5,1,NA,"phase_018_subj_64",3,NA,NA
53,340,3,3,3,3,2,3,3,2,3,3,3,2,2,3,2,4,2,2,3,2,4,4,4,3,4,4,2,4,2,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,4,4,4,2,4,2,4,4,2,2,NA,"phase_018_subj_54",3,NA,NA
54,451,4,3,4,3,3,4,4,3,3,4,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,2,2,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,5,1,2,2,4,4,4,2,4,1,NA,"phase_018_subj_72",3,NA,NA
55,432,4,4,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,5,4,4,1,1,1,1,1,1,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,NA,3,1,1,1,1,1,1,NA,"phase_018_subj_65",1,NA,NA
56,549,4,3,4,3,4,3,3,1,4,4,4,5,4,4,4,4,4,5,4,5,1,1,2,1,2,2,1,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,2,4,4,2,4,4,4,1,NA,"phase_018_subj_81",3,NA,NA
57,360,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4,4,4,2,3,2,2,2,2,2,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,2,3,4,4,2,3,3,2,NA,"phase_018_subj_56",1,NA,NA
58,298,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,4,3,3,4,3,3,2,3,2,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,4,2,3,2,1,2,2,1,2,2,NA,"phase_018_subj_44",3,NA,NA
59,514,4,4,3,4,3,4,4,3,4,3,5,4,3,4,4,4,4,4,4,5,2,2,2,1,2,2,1,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,2,4,4,NA,3,4,4,2,1,NA,"phase_018_subj_78",4,NA,NA
60,507,3,3,3,3,3,3,3,3,3,4,4,4,2,3,3,4,4,3,3,4,3,4,2,4,3,2,4,4,4,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4,2,1,2,2,3,3,3,4,4,NA,"phase_018_subj_76",1,NA,NA
61,318,3,3,4,3,4,3,3,3,3,4,5,4,3,4,4,4,3,4,4,5,4,4,5,4,5,4,5,4,4,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,4,5,2,4,3,4,4,2,1,NA,"phase_018_subj_48",3,NA,NA
62,93,3,3,4,3,3,3,3,3,4,4,4,4,5,4,4,4,4,4,4,5,2,2,2,1,2,2,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,4,3,2,4,2,2,1,2,NA,"phase_018_subj_8",NA,NA,NA
63,568,3,3,4,4,3,3,3,4,4,4,5,2,3,3,2,4,4,4,5,2,3,3,1,1,3,2,2,4,4,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,4,2,4,3,4,2,4,4,3,4,NA,"phase_018_subj_86",3,NA,NA
